Date,Day of week,is_school_out,is_holiday,Day Tickets,Night Ticket,Total Ticket,SP Day,SP Night,Total SP,Total VIsits Alpine,T - AWND,T - PRCP,T - SNOW,T - SNWD,T - TAVG,T - TMAX,T - TMIN,T - WSF2,T - WSF5,M_PRCP,M_SNWD,M_TAVG,M_TMAX,M_TMIN,M_TOBS,M_WESD
11/21/2017,Tue,1,0, 0 , 0 , 0 ,NULL,NULL,0.00,0.00,7.61,0.05,0,0,49,57,42,17,21,0.2,7,43,47,41,44,2.8
11/22/2017,Wed,1,0, 0 , 0 , 0 ,NULL,NULL,0.00,0.00,4.47,0.01,0,0,55,63,47,15,19.9,0.1,6,47,56,42,49,2.4
11/23/2017,Thu,1,1, 0 , 0 , 0 ,NULL,NULL,0.00,0.00,7.16,0.01,0,0,53,66,46,21,31.1,0.1,4,49,52,42,42,2
11/24/2017,Fri,1,0, 0 , 0 , 0 ,NULL,NULL,0.00,0.00,6.49,0.26,0,0,53,55,39,15,21,0.1,4,35,42,28,30,1.7
11/25/2017,Sat,0,0, 0 , 0 , 0 ,NULL,NULL,0.00,0.00,7.38,0,0,0,43,50,38,14.1,19,0.2,3,41,50,30,49,1.6
11/26/2017,Sun,0,0, 0 , 0 , 0 ,NULL,NULL,0.00,0.00,7.83,0,0,0,48,62,40,21,27.1,0,2,50,53,42,43,1.2
11/27/2017,Mon,0,0, 0 , 0 , 0 ,NULL,NULL,0.00,0.00,11.63,0,0,0,51,60,31,25.1,31.1,0.1,3,32,43,24,24,1.3
11/28/2017,Tue,0,0, 0 , 0 , 0 ,NULL,NULL,0.00,0.00,10.74,0,0,0,37,49,28,23.9,33.1,0,3,30,35,23,30,1.3
11/29/2017,Wed,0,0, 0 , 0 , 0 ,NULL,NULL,0.00,0.00,4.92,0,0,0,39,42,28,15,19.9,0,3,25,31,20,22,1.3
11/30/2017,Thu,0,0, 0 , 0 , 0 ,NULL,NULL,0.00,0.00,6.04,0,0,0,32,39,27,14.1,18.1,0,3,29,34,20,30,1.3
12/1/2017,Fri,0,0, 0 , 0 , 0 ,NULL,NULL,0.00,0.00,2.91,0,0,0,33,43,26,10.1,14.1,0,3,31,36,23,33,1.5
12/2/2017,Sat,0,0, 0 , 0 , 0 ,NULL,NULL,0.00,0.00,3.8,0,0,0,36,42,28,13,17,0,3,35,39,27,33,1.5
12/3/2017,Sun,0,0, 0 , 0 , 0 ,NULL,NULL,0.00,0.00,10.96,0.35,0.1,0,36,42,33,28,36.9,1.1,14,26,33,20,21,2.8
12/4/2017,Mon,0,0, 0 , 0 , 0 ,NULL,NULL,0.00,0.00,7.38,0,0,0,35,41,27,19.9,25.1,0,13,21,24,19,21,2.8
12/5/2017,Tue,0,0, 0 , 0 , 0 ,NULL,NULL,0.00,0.00,3.36,0,0,0,29,38,22,10.1,13,0,12,25,32,18,24,2.8
12/6/2017,Wed,0,0, 0 , 0 , 0 ,NULL,NULL,0.00,0.00,6.26,0,0,0,29,38,23,15,19,0,12,25,35,19,30,2.8
12/7/2017,Thu,0,0, 0 , 0 , 0 ,NULL,NULL,0.00,0.00,2.68,0,0,0,26,32,20,8.1,12.1,0,11,38,43,30,36,2.8
12/8/2017,Fri,0,0, 0 , 0 , 0 ,NULL,NULL,0.00,0.00,2.91,0,0,0,25,30,20,8.9,12.1,0,11,37,47,29,29,2.8
12/9/2017,Sat,0,0, 0 , 0 , 0 ,NULL,NULL,0.00,0.00,5.59,0,0,0,29,30,26,12.1,15,0,11,34,49,28,30,2.8
12/10/2017,Sun,0,0, 0 , 0 , 0 ,NULL,NULL,0.00,0.00,3.58,0,0,0,26,28,25,8.9,12.1,0,11,35,46,29,32,2.8
12/11/2017,Mon,0,0, 0 , 0 , 0 ,NULL,NULL,0.00,0.00,3.58,0,0,0,25,25,22,8.9,11,0,11,35,49,31,31,2.9
12/12/2017,Tue,0,0, 0 , 0 , 0 ,NULL,NULL,0.00,0.00,3.58,0,0,0,24,25,22,8.9,12.1,0,10,34,45,28,33,3
12/13/2017,Wed,0,0, 0 , 0 , 0 ,NULL,NULL,0.00,0.00,4.7,0,0,0,23,26,22,14.1,18.1,0.1,11,36,42,28,28,3.1
12/14/2017,Thu,0,0, 0 , 0 , 0 ,NULL,NULL,0.00,0.00,6.71,0,0,0,26,27,25,16.1,21.9,0,11,30,39,25,29,3.1
12/15/2017,Fri,0,0, 0 , 0 , 0 ,NULL,NULL,0.00,0.00,7.38,0.05,0.5,0,27,29,26,14.1,18.1,0,11,31,41,26,26,3.1
12/16/2017,Sat,0,0, 0 , 0 , 0 ,NULL,NULL,0.00,0.00,10.07,0,0,0,27,36,20,21.9,28,0,11,23,26,19,20,3.1
12/17/2017,Sun,0,0, 0 , 0 , 0 ,NULL,NULL,0.00,0.00,3.58,0,0,0,27,38,18,10.1,12.1,0,11,24,29,16,27,3.1
12/18/2017,Mon,0,0, 0 , 0 , 0 ,NULL,NULL,0.00,0.00,2.46,0,0,0,36,45,29,8.9,13,0,11,31,35,27,32,3.1
12/19/2017,Tue,0,0, 0 , 0 , 0 ,NULL,NULL,0.00,0.00,12.3,0,0,0,37,52,29,21.9,31.1,0,11,37,41,31,31,3.2
12/20/2017,Wed,0,0, 0 , 0 , 0 ,NULL,NULL,0.00,0.00,10.96,0.11,0.3,0,40,51,28,35.1,42.9,0.3,16,23,31,20,21,3.7
12/21/2017,Thu,0,0, 392 , 0 , 392 ,NULL,NULL,40.00,432.00,10.07,0,0,0,29,35,22,17,21.9,0,15,21,26,16,20,3.7
12/22/2017,Fri,1,0, 47 , 0 , 47 ,NULL,NULL,1.00,48.00,4.47,0.14,4,0,32,38,28,12.1,16.1,0.3,19,24,26,19,26,4.1
12/23/2017,Sat,1,0, 115 , 0 , 115 ,NULL,NULL,151.00,266.00,6.93,0.14,2.1,5.1,32,33,10,18.1,23.9,0,23,18,26,6,6,4.1
12/24/2017,Sun,1,1, 132 , 0 , 132 ,NULL,NULL,151.00,283.00,4.7,0.13,1.8,3.9,17,23,8,15,19,0.3,23,19,26,6,26,4.7
12/25/2017,Mon,1,1, 146 , 0 , 146 ,NULL,NULL,135.00,281.00,3.36,0.09,1,5.9,22,27,20,8.9,12.1,0.1,22,26,30,17,18,4.8
12/26/2017,Tue,1,0, 755 , 0 , 755 ,NULL,NULL,"2,153.00","2,908.00",2.68,0,0,5.1,23,29,16,13,15,0,22,21,28,12,28,4.9
12/27/2017,Wed,1,0, 967 , 0 , 967 ,NULL,NULL,"1,663.00","2,630.00",2.46,0,0,5.1,23,29,20,8.9,14.1,0.1,22,30,33,27,27,5
12/28/2017,Thu,1,0," 1,120 ", 0 ," 1,120 ",NULL,NULL,"1,658.00","2,778.00",2.68,0,0,5.1,23,30,15,8.1,14.1,0.1,21,34,41,24,41,5.1
12/29/2017,Fri,1,0, 952 , 0 , 952 ,NULL,NULL,"1,635.00","2,587.00",1.79,0,0,5.1,28,35,24,8.1,11,0,20,41,45,38,42,5.1
12/30/2017,Sat,1,0, 958 , 227 ," 1,185 ",NULL,NULL,"2,266.00","3,451.00",6.26,0.01,0,3.9,35,43,23,21,28,0,20,31,42,20,21,5.1
12/31/2017,Sun,1,0, 701 , 151 , 852 ,NULL,NULL,"1,772.00","2,624.00",4.7,0,0,2,28,36,19,13,15,0,20,24,33,16,26,5.1
1/1/2018,Mon,1,1, 712 , 131 , 843 ,NULL,NULL,"1,691.00","2,534.00",2.68,0,0,2,26,35,19,10.1,12.1,0,20,31,41,22,35,5.1
1/2/2018,Tue,1,0, 458 , 0 , 458 ,NULL,NULL,732.00,"1,190.00",8.05,0,0,1.2,26,34,18,19.9,25.1,0,20,34,43,29,35,5.1
1/3/2018,Wed,1,0, 348 , 0 , 348 ,NULL,NULL,738.00,"1,086.00",2.91,0,0,1.2,28,35,20,14.1,19,0,20,35,45,30,31,5.1
1/4/2018,Thu,1,0, 292 , 0 , 292 ,NULL,NULL,599.00,891.00,2.01,0,0,1.2,26,36,19,8.1,14.1,0,19,39,44,30,37,5.2
1/5/2018,Fri,1,0, 265 , 0 , 265 ,NULL,NULL,280.00,545.00,2.46,0.01,0,1.2,31,41,26,15,19,0.2,19,40,46,37,37,5.4
1/6/2018,Sat,0,0, 391 , 0 , 391 ,NULL,NULL,478.00,869.00,4.03,0.08,0,1.2,34,39,31,17,19.9,0.1,18,33,37,26,26,5.4
1/7/2018,Sun,0,0, 251 , 0 , 251 ,NULL,NULL,609.00,860.00,4.25,0,0,1.2,34,45,26,12.1,15,0,18,31,38,24,35,5.4
1/8/2018,Mon,0,0, 0 , 0 , 0 ,NULL,NULL,0.00,0.00,3.58,0,0,0,34,47,28,18.1,23,0,18,38,41,33,36,5.4
1/9/2018,Tue,0,0, 0 , 0 , 0 ,NULL,NULL,0.00,0.00,8.28,0.46,0,0,41,47,35,17,23,1.1,18,36,39,34,34,5.8
1/10/2018,Wed,0,0, 0 , 0 , 0 ,NULL,NULL,0.00,0.00,7.16,0.01,0,0,40,43,33,14.1,19,0,18,26,34,21,25,5.8
1/11/2018,Thu,0,0, 0 , 0 , 0 ,NULL,NULL,0.00,0.00,10.74,0.08,0,0,38,47,34,25.9,38.9,0.5,23,32,36,25,33,6.4
1/12/2018,Fri,0,0, 226 , 1 , 227 ,NULL,NULL,485.00,712.00,4.92,0.01,0,0,44,52,36,10.1,14.1,0.1,24,31,36,26,27,6.6
1/13/2018,Sat,0,0, 438 , 77 , 515 ,NULL,NULL,"2,224.00","2,739.00",4.03,0,0,0,40,50,33,10.1,12.1,0.1,23,32,38,26,33,6.6
1/14/2018,Sun,0,0, 326 , 64 , 390 ,NULL,NULL,"2,104.00","2,494.00",5.59,0,0,0,39,50,33,16.1,21,0,23,35,44,31,32,6.6
1/15/2018,Mon,1,1, 301 , 52 , 353 ,NULL,NULL,"1,345.00","1,698.00",6.04,0,0,0,38,47,30,15,18.1,0,22,39,43,31,40,6.6
1/16/2018,Tue,0,0, 74 , 20 , 94 ,NULL,NULL,253.00,347.00,6.49,0.06,0,0,38,44,32,19.9,23.9,0.1,23,35,41,26,26,6.8
1/17/2018,Wed,0,0, 50 , 21 , 71 ,NULL,NULL,440.00,511.00,8.28,0,0,0,37,50,29,18.1,27.1,0,23,35,40,25,39,6.8
1/18/2018,Thu,0,0, 86 , 70 , 156 ,NULL,NULL,258.00,414.00,13.87,0.24,0,0,47,58,39,25.1,32,0.5,27,39,46,31,31,7.3
1/19/2018,Fri,0,0, 357 , 325 , 682 ,NULL,NULL,"2,345.00","3,027.00",6.26,0.2,0,0,40,45,30,19.9,31.1,0.3,29,27,31,18,19,7.6
1/20/2018,Sat,0,0," 1,106 ", 379 ," 1,485 ",NULL,NULL,"4,982.00","6,467.00",5.14,0,0,0,34,41,27,15,19.9,0,28,24,30,18,24,7.7
1/21/2018,Sun,0,0, 634 , 129 , 763 ,NULL,NULL,"3,608.00","4,371.00",6.93,0.02,0,0,34,44,25,15,19,0.2,29,24,35,15,26,7.9
1/22/2018,Mon,0,0, 149 , 154 , 303 ,NULL,NULL,"1,447.00","1,750.00",8.72,0.08,0,0,38,45,31,17,23.9,0.3,32,26,29,19,26,8.2
1/23/2018,Tue,0,0, 150 , 125 , 275 ,NULL,NULL,763.00,"1,038.00",10.07,0,0,0,35,43,29,16.1,21,0.1,31,27,32,18,31,8.4
1/24/2018,Wed,0,0, 144 , 81 , 225 ,NULL,NULL,722.00,947.00,13.42,0,0,0,43,49,40,23,29.1,0,31,35,38,31,34,8.4
1/25/2018,Thu,0,0, 224 , 330 , 554 ,NULL,NULL,921.00,"1,475.00",8.5,0.09,0.1,0,43,46,33,23,32,0.2,33,28,35,25,25,8.7
1/26/2018,Fri,0,0, 451 , 489 , 940 ,NULL,NULL,"1,221.00","2,161.00",7.38,0,0,0,36,44,32,13,18.1,0.3,36,24,27,21,24,9.1
1/27/2018,Sat,0,0," 1,595 ", 615 ," 2,210 ",NULL,NULL,"4,934.00","7,144.00",11.18,0.02,0,0,36,41,34,19.9,23.9,0.7,40,29,34,24,34,10
1/28/2018,Sun,0,0," 1,283 ", 241 ," 1,524 ",NULL,NULL,"4,956.00","6,480.00",4.03,0,0,0,40,54,32,12.1,14.1,0,38,36,43,34,35,10
1/29/2018,Mon,0,0, 147 , 104 , 251 ,NULL,NULL,657.00,908.00,6.26,0,0,0,40,52,33,18.1,25.1,0,37,40,45,35,44,10
1/30/2018,Tue,0,0, 126 , 94 , 220 ,NULL,NULL,369.00,589.00,12.3,0,0,0,50,59,37,28,34,0,36,36,45,26,26,10
1/31/2018,Wed,0,0, 171 , 222 , 393 ,NULL,NULL,591.00,984.00,3.58,0,0,0,38,44,31,14.1,23,0,36,26,30,24,27,10
2/1/2018,Thu,0,0, 225 , 172 , 397 ,NULL,NULL,592.00,989.00,2.01,0,0,0,40,49,34,8.1,11,0.1,36,31,36,26,36,10
2/2/2018,Fri,0,0," 1,557 ", 191 ," 1,748 ",NULL,NULL,685.00,"2,433.00",4.47,0,0,0,47,59,42,12.1,16.1,0,33,38,41,36,37,9.9
2/3/2018,Sat,0,0," 1,052 ", 259 ," 1,311 ",NULL,NULL,"3,135.00","4,446.00",6.49,0,0,0,49,61,37,19.9,27.1,0,32,38,42,36,36,9.9
2/4/2018,Sun,0,0, 318 , 37 , 355 ,NULL,NULL,"1,414.00","1,769.00",3.36,0,0,0,50,60,42,8.9,13,0,30,39,42,35,39,9.8
2/5/2018,Mon,0,0, 123 , 23 , 146 ,NULL,NULL,182.00,328.00,6.49,0,0,0,48,54,36,17,21.9,0,30,34,39,30,30,9.8
2/6/2018,Tue,0,0, 99 , 28 , 127 ,NULL,NULL,190.00,317.00,5.14,0,0,0,41,52,29,16.1,21,0,30,30,33,27,27,9.7
2/7/2018,Wed,0,0, 177 , 73 , 250 ,NULL,NULL,404.00,654.00,6.93,0,0,0,44,58,33,12.1,16.1,0,30,35,41,27,38,9.7
2/8/2018,Thu,0,0, 234 , 131 , 365 ,NULL,NULL,316.00,681.00,6.71,0,0,0,48,60,40,13,16.1,0,29,41,44,36,36,9.6
2/9/2018,Fri,0,0, 257 , 215 , 472 ,NULL,NULL,376.00,848.00,8.72,0,0,0,46,51,36,23,29.1,0,30,33,40,24,24,9.6
2/10/2018,Sat,0,0, 623 , 105 , 728 ,NULL,NULL,"2,237.00","2,965.00",11.86,0,0,0,38,45,26,23.9,32,0,30,24,28,19,19,9.6
2/11/2018,Sun,0,0, 267 , 36 , 303 ,NULL,NULL,"1,273.00","1,576.00",9.62,0,0,0,34,43,26,18.1,25.9,0,29,24,30,18,23,9.4
2/12/2018,Mon,0,0, 159 , 8 , 167 ,NULL,NULL,148.00,315.00,7.83,0,0,0,34,46,25,19.9,25.9,0,30,25,33,19,19,9.4
2/13/2018,Tue,0,0, 198 , 13 , 211 ,NULL,NULL,190.00,401.00,5.82,0,0,0,31,45,19,14.1,17,0,29,25,36,16,27,9.4
2/14/2018,Wed,0,0, 183 , 70 , 253 ,NULL,NULL,332.00,585.00,8.5,0.24,0.5,0,37,43,32,23,30,0.4,37,26,31,23,23,9.9
2/15/2018,Thu,0,0, 326 , 301 , 627 ,NULL,NULL,"2,025.00","2,652.00",6.93,0,0,0,33,41,30,17,23,0.1,36,21,24,15,17,10
2/16/2018,Fri,0,0, 638 , 240 , 878 ,NULL,NULL,"1,454.00","2,332.00",6.71,0,0,0,32,40,26,15,19.9,0.1,38,22,28,13,27,10.2
2/17/2018,Sat,0,0," 1,172 ", 317 ," 1,489 ",NULL,NULL,"3,434.00","4,923.00",12.3,0,0,0,38,53,31,21.9,30,0.1,39,32,38,26,31,10.4
2/18/2018,Sun,0,0, 871 , 193 ," 1,064 ",NULL,NULL,"3,299.00","4,363.00",9.17,0,0.1,0,42,47,24,31.1,42.9,0,41,22,31,8,9,10.4
2/19/2018,Mon,1,1, 616 , 122 , 738 ,NULL,NULL,"2,192.00","2,930.00",12.3,0,0,0,27,33,15,25.9,36,0,41,11,20,0,2,10.4
2/20/2018,Tue,0,0, 137 , 53 , 190 ,NULL,NULL,403.00,593.00,6.04,0,0,0,19,28,9,17,21,0,41,5,17,-8,9,10.4
2/21/2018,Wed,0,0, 271 , 130 , 401 ,NULL,NULL,697.00,"1,098.00",7.61,0,0,0,27,37,22,15,19.9,0.2,42,16,24,9,18,10.9
2/22/2018,Thu,0,0, 452 , 278 , 730 ,NULL,NULL,"2,087.00","2,817.00",5.14,0.24,4.9,2,29,33,14,13,17,0.2,48,15,19,5,5,10.9
2/23/2018,Fri,0,0, 818 , 344 ," 1,162 ",NULL,NULL,"2,658.00","3,820.00",6.71,0,0,2,21,30,10,18.1,23,0,45,12,21,4,15,11.1
2/24/2018,Sat,0,0, 987 , 530 ," 1,517 ",NULL,NULL,"4,022.00","5,539.00",9.84,0.07,1.5,2,27,33,22,18.1,25.1,0.4,49,19,23,15,17,11.4
2/25/2018,Sun,0,0," 1,354 ", 239 ," 1,593 ",NULL,NULL,"5,221.00","6,814.00",10.96,0.01,0.3,3.9,26,36,13,23.9,32,0.4,50,21,26,15,26,12.1
2/26/2018,Mon,0,0, 332 , 158 , 490 ,NULL,NULL,"1,501.00","1,991.00",12.3,0,0.1,3.1,34,39,22,21,28,0.1,52,21,27,13,13,12.2
2/27/2018,Tue,0,0, 208 , 101 , 309 ,NULL,NULL,"1,212.00","1,521.00",4.47,0,0,2,25,34,11,10.1,14.1,0,50,15,31,6,13,12.2
2/28/2018,Wed,0,0, 236 , 116 , 352 ,NULL,NULL,907.00,"1,259.00",13.65,0,0,2,28,39,23,21,30,0.1,49,23,31,13,23,12.4
3/1/2018,Thu,0,0, 121 , 155 , 276 ,NULL,NULL,817.00,"1,093.00",20.58,0.09,0.1,1.2,37,47,32,30,40,1,55,28,32,23,32,13.6
3/2/2018,Fri,0,0, 459 , 367 , 826 ,NULL,NULL,"1,786.00","2,612.00",11.63,0.02,0,0,41,44,32,32,40.9,0,54,25,32,19,21,13.6
3/3/2018,Sat,0,0," 1,075 ", 495 ," 1,570 ",NULL,NULL,"3,934.00","5,504.00",8.95,0.01,0,0,35,42,27,17,23,0.1,55,21,28,13,13,13.6
3/4/2018,Sun,0,0," 1,039 ", 176 ," 1,215 ",NULL,NULL,"4,239.00","5,454.00",6.04,0.02,0.4,0,31,42,23,17,23,0.1,54,20,26,13,16,13.7
3/5/2018,Mon,0,0, 188 , 78 , 266 ,NULL,NULL,851.00,"1,117.00",7.61,0,0,0,34,47,26,13,16.1,0,53,21,29,14,16,13.7
3/6/2018,Tue,0,0, 151 , 100 , 251 ,NULL,NULL,845.00,"1,096.00",11.41,0,0,0,37,51,28,18.1,25.1,0.1,52,27,38,16,28,13.8
3/7/2018,Wed,0,0, 247 , 145 , 392 ,NULL,NULL,963.00,"1,355.00",7.61,0,0,0,38,56,26,17,23,0,50,35,42,28,37,13.9
3/8/2018,Thu,0,0, 188 , 137 , 325 ,NULL,NULL,554.00,879.00,9.4,0,0,0,44,60,35,21,31.1,0.1,49,37,42,35,35,14
3/9/2018,Fri,0,0, 527 , 320 , 847 ,NULL,NULL,"1,105.00","1,952.00",7.83,0.07,0,0,48,55,38,18.1,25.1,0.3,51,33,36,28,29,14.3
3/10/2018,Sat,0,0, 885 , 335 ," 1,220 ",NULL,NULL,"3,539.00","4,759.00",8.05,0,0,0,43,58,31,16.1,21.9,0,50,34,44,25,35,14.3
3/11/2018,Sun,0,0, 608 , 102 , 710 ,NULL,NULL,"2,884.00","3,594.00",4.47,0,0,0,47,59,40,12.1,16.1,0,49,37,44,30,30,14.3
3/12/2018,Mon,0,0, 169 , 51 , 220 ,NULL,NULL,738.00,958.00,8.95,0,0,0,48,63,37,16.1,23,0,48,37,49,26,40,14.3
3/13/2018,Tue,0,0, 78 , 34 , 112 ,NULL,NULL,372.00,484.00,17.67,0.1,0,0,51,69,38,29.1,40.9,0.1,45,44,50,39,39,14.3
3/14/2018,Wed,0,0, 137 , 64 , 201 ,NULL,NULL,597.00,798.00,6.71,0.54,0,0,51,55,38,25.9,36,0.5,50,33,40,27,31,14.6
3/15/2018,Thu,0,0, 176 , 61 , 237 ,NULL,NULL,583.00,820.00,6.71,0.01,0,0,42,51,37,14.1,18.1,0.1,50,28,32,24,26,14.7
3/16/2018,Fri,0,0, 172 , 162 , 334 ,NULL,NULL,756.00,"1,090.00",13.2,0.01,0,0,41,49,36,23,33.1,0.4,55,29,33,26,28,15.2
3/17/2018,Sat,0,0, 394 , 174 , 568 ,NULL,NULL,"2,197.00","2,765.00",5.82,0.11,0,0,40,48,34,15,19,0.6,60,27,30,22,26,16
3/18/2018,Sun,0,0, 544 , 105 , 649 ,NULL,NULL,"3,581.00","4,230.00",5.37,0,0,0,39,51,35,13,17,0.1,58,26,32,21,22,16.1
3/19/2018,Mon,0,0, 207 , 72 , 279 ,NULL,NULL,958.00,"1,237.00",6.93,0,0,0,41,53,33,13,17,0,57,30,42,21,30,16.3
3/20/2018,Tue,0,0, 83 , 61 , 144 ,NULL,NULL,571.00,715.00,7.16,0,0,0,45,52,40,15,23,0.1,56,32,39,29,33,16.3
3/21/2018,Wed,0,0, 57 , 54 , 111 ,NULL,NULL,364.00,475.00,16.78,0.15,0,0,50,62,42,29.1,40.9,0.1,54,37,42,33,40,16.3
3/22/2018,Thu,0,0, 29 , 51 , 80 ,NULL,NULL,59.00,139.00,12.75,0.43,0,0,53,59,41,29.1,36.9,0.7,52,38,41,28,28,16.4
3/23/2018,Fri,0,0, 126 , 86 , 212 ,NULL,NULL,587.00,799.00,5.37,0,0,0,44,53,34,16.1,21.9,0,52,32,38,25,33,16.4
3/24/2018,Sat,0,0, 479 , 126 , 605 ,NULL,NULL,"1,120.00","1,725.00",7.16,0,0,0,44,49,38,25.1,36.9,0,52,29,36,24,27,16.4
3/25/2018,Sun,0,0, 471 , 94 , 565 ,NULL,NULL,"1,541.00","2,106.00",5.37,0.33,2.1,0,39,45,32,21,25.9,0,53,27,32,21,23,16.4
3/26/2018,Mon,1,0, 359 , 115 , 474 ,NULL,NULL,"1,277.00","1,751.00",6.26,0,0,0,37,48,26,18.1,25.9,0,53,26,32,18,23,16.5
3/27/2018,Tue,1,0, 198 , 65 , 263 ,NULL,NULL,832.00,"1,095.00",6.93,0,0,0,41,57,31,15,19.9,0.1,51,33,40,22,35,16.5
3/28/2018,Wed,1,0, 195 , 92 , 287 ,NULL,NULL,753.00,"1,040.00",10.51,0,0,0,49,59,38,23,31.1,0,50,36,40,31,33,16.5
3/29/2018,Thu,1,0, 264 , 74 , 338 ,NULL,NULL,821.00,"1,159.00",8.72,0,0,0,48,58,36,17,23,0,49,35,42,28,31,16.3
3/30/2018,Fri,1,0, 256 , 100 , 356 ,NULL,NULL,"1,040.00","1,396.00",4.92,0,0,0,50,65,39,13,19,0,48,40,47,31,40,16
3/31/2018,Sat,0,0, 200 , 60 , 260 ,NULL,NULL,972.00,"1,232.00",6.71,0,0,0,53,61,43,21.9,31.1,0,46,39,46,30,30,16
4/1/2018,Sun,0,0, 126 ,, 126 ,NULL,NULL,852.00,978.00,3.8,0.01,0,0,48,60,35,18.1,27.1,0,45,37,42,28,38,15.8
4/2/2018,Mon,0,0, 38 ,, 38 ,NULL,NULL,120.00,158.00,17,0.03,0,0,47,55,30,33.1,49,0.1,48,25,38,16,18,15.9
4/3/2018,Tue,0,0, 61 ,, 61 ,NULL,NULL,331.00,392.00,10.96,0,0,0,39,53,29,18.1,25.9,0.1,46,31,41,16,38,16.1
4/4/2018,Wed,0,0, 43 ,, 43 ,NULL,NULL,203.00,246.00,4.47,0,0,0,49,62,42,14.1,18.1,0.2,45,38,49,32,39,16.2
4/5/2018,Thu,0,0, 27 ,, 27 ,NULL,NULL,60.00,87.00,2.46,0.09,0,0,54,61,48,12.1,14.1,0.3,44,40,44,37,37,16.3
4/6/2018,Fri,0,0, 44 ,, 44 ,NULL,NULL,101.00,145.00,2.91,0.14,0,0,53,59,48,8.9,14.1,0.3,43,39,47,36,39,15.7
4/7/2018,Sat,0,0, 23 ,, 23 ,NULL,NULL,119.00,142.00,14.32,0.28,0,0,55,65,50,40,55,0.4,41,41,45,35,35,15.2
4/8/2018,Sun,0,0, 69 ,, 69 ,NULL,NULL,609.00,678.00,7.83,0.01,0,0,52,55,40,25.1,34,0.2,47,34,36,30,32,15.6
12/6/2018,Thu,0,0, 116 , 0 , 116 ," 1,015 ", 0 ,"1,015.00","1,131.00",5.37,0,0,2,18,27,11,14.1,17,0,19,17,22,11,21,3.8
12/7/2018,Fri,0,0, 157 , 0 , 157 , 825 , 0 ,825.00,982.00,3.36,0,0,2,21,29,14,12.1,13,0.1,18,27,32,20,29,3.9
